,aa_a,aa_b,ac_a,ac_b,ag_a,ag_b,at_a,at_b,ca_a,ca_b,cc_a,cc_b,cg_a,cg_b,ct_a,ct_b,ga_a,ga_b,gc_a,gc_b,gg_a,gg_b,gt_a,gt_b,ta_a,ta_b,tc_a,tc_b,tg_a,tg_b,total,tt_a,tt_b
0,177947,169423,64306,214041,136115,142461,104076,160447,169335,175353,128795,241432,29210,14690,133003,156296,158054,120154,108833,192381,152875,105426,123382,114374,226379,86036,141598,189048,244284,110410,2332494,210314,116539
