,aa_a,aa_b,ac_a,ac_b,ag_a,ag_b,at_a,at_b,ca_a,ca_b,cc_a,cc_b,cg_a,cg_b,ct_a,ct_b,ga_a,ga_b,gc_a,gc_b,gg_a,gg_b,gt_a,gt_b,ta_a,ta_b,tc_a,tc_b,tg_a,tg_b,total,tt_a,tt_b
0,296086,384982,181516,340796,296192,277842,268943,266308,281901,425561,236667,397877,44239,44654,279231,295950,351505,264477,305376,304264,398823,237008,343203,179636,314622,318236,265215,350999,422291,284166,4708007,383590,296650
