,aa_a,aa_b,ac_a,ac_b,ag_a,ag_b,at_a,at_b,ca_a,ca_b,cc_a,cc_b,cg_a,cg_b,ct_a,ct_b,ga_a,ga_b,gc_a,gc_b,gg_a,gg_b,gt_a,gt_b,ta_a,ta_b,tc_a,tc_b,tg_a,tg_b,total,tt_a,tt_b
0,36,32,16,40,28,24,18,31,26,34,22,58,5,4,17,39,32,27,32,33,38,23,31,17,55,22,30,51,50,27,736,44,18
