,aa_a,aa_b,ac_a,ac_b,ag_a,ag_b,at_a,at_b,ca_a,ca_b,cc_a,cc_b,cg_a,cg_b,ct_a,ct_b,ga_a,ga_b,gc_a,gc_b,gg_a,gg_b,gt_a,gt_b,ta_a,ta_b,tc_a,tc_b,tg_a,tg_b,total,tt_a,tt_b
0,36,64,26,52,54,38,34,30,33,71,40,37,1,13,30,46,65,55,66,34,97,38,77,12,22,60,25,49,55,54,701,39,47
