,aa_a,aa_b,ac_a,ac_b,ag_a,ag_b,at_a,at_b,ca_a,ca_b,cc_a,cc_b,cg_a,cg_b,ct_a,ct_b,ga_a,ga_b,gc_a,gc_b,gg_a,gg_b,gt_a,gt_b,ta_a,ta_b,tc_a,tc_b,tg_a,tg_b,total,tt_a,tt_b
0,118139,215559,117210,126755,160077,135381,164867,105861,112566,250208,107872,156445,15029,29964,146228,139654,193451,144323,196543,111883,245948,131582,219821,65262,88243,232200,123617,161951,178007,173756,2375513,173276,180111
